year,month,day,weight,flag,station,co2
1960.0,6.0,25.0,2.0,0.0,MLO,319.0
1960.0,7.0,2.0,5.0,0.0,MLO,318.1
1960.0,7.0,9.0,4.0,0.0,MLO,318.6
1960.0,7.0,16.0,5.0,0.0,MLO,318.4
1960.0,7.0,23.0,6.0,0.0,MLO,317.9
1960.0,7.0,30.0,5.0,0.0,MLO,317.3
1960.0,8.0,6.0,3.0,0.0,MLO,316.6
1960.0,8.0,13.0,6.0,0.0,MLO,316.7
1960.0,8.0,20.0,5.0,0.0,MLO,315.1
1960.0,8.0,27.0,5.0,0.0,MLO,314.7
1960.0,9.0,3.0,7.0,0.0,MLO,314.7
1960.0,9.0,10.0,7.0,0.0,MLO,314.5
1960.0,9.0,17.0,6.0,0.0,MLO,314.2
1960.0,9.0,24.0,5.0,0.0,MLO,313.3
1960.0,10.0,1.0,2.0,0.0,MLO,313.6
1960.0,10.0,8.0,4.0,0.0,MLO,313.3
1960.0,10.0,15.0,5.0,0.0,MLO,313.9
1960.0,10.0,22.0,6.0,0.0,MLO,314.2
1960.0,10.0,29.0,3.0,0.0,MLO,314.2
1960.0,11.0,5.0,7.0,0.0,MLO,314.5
1960.0,11.0,12.0,6.0,0.0,MLO,315.1
1960.0,11.0,19.0,7.0,0.0,MLO,315.1
1960.0,11.0,26.0,7.0,0.0,MLO,315.4
1960.0,12.0,3.0,5.0,0.0,MLO,315.8
1960.0,12.0,10.0,7.0,0.0,MLO,316.0
1960.0,12.0,17.0,7.0,0.0,MLO,316.2
1960.0,12.0,24.0,5.0,0.0,MLO,316.4
1960.0,12.0,31.0,7.0,0.0,MLO,316.6
1961.0,1.0,7.0,6.0,0.0,MLO,316.7
1961.0,1.0,14.0,7.0,0.0,MLO,317.0
1961.0,1.0,21.0,7.0,0.0,MLO,317.0
1961.0,1.0,28.0,7.0,0.0,MLO,317.0
1961.0,2.0,4.0,6.0,0.0,MLO,317.0
1961.0,2.0,11.0,6.0,0.0,MLO,317.7
1961.0,2.0,18.0,7.0,0.0,MLO,317.9
1961.0,2.0,25.0,7.0,0.0,MLO,318.0
1961.0,3.0,4.0,5.0,0.0,MLO,318.0
1961.0,3.0,11.0,4.0,0.0,MLO,318.5
1961.0,3.0,18.0,6.0,0.0,MLO,318.9
1961.0,3.0,25.0,7.0,0.0,MLO,318.7
1961.0,4.0,1.0,7.0,0.0,MLO,319.4
1961.0,4.0,8.0,6.0,0.0,MLO,319.5
1961.0,4.0,15.0,7.0,0.0,MLO,318.9
1961.0,4.0,22.0,6.0,0.0,MLO,319.7
1961.0,4.0,29.0,6.0,0.0,MLO,319.6
1961.0,5.0,6.0,7.0,0.0,MLO,320.6
1961.0,5.0,13.0,3.0,0.0,MLO,320.4
1961.0,5.0,20.0,6.0,0.0,MLO,320.6
1961.0,5.0,27.0,7.0,0.0,MLO,320.3
1961.0,6.0,3.0,6.0,0.0,MLO,320.0
1961.0,6.0,10.0,5.0,0.0,MLO,320.0
1961.0,6.0,17.0,7.0,0.0,MLO,319.6
1961.0,6.0,24.0,6.0,0.0,MLO,319.4
1961.0,7.0,1.0,5.0,0.0,MLO,319.2
1961.0,7.0,8.0,6.0,0.0,MLO,319.0
1961.0,7.0,15.0,5.0,0.0,MLO,318.4
1961.0,7.0,22.0,1.0,0.0,MLO,317.1
1961.0,7.0,29.0,3.0,0.0,MLO,317.9
1961.0,8.0,5.0,7.0,0.0,MLO,317.9
1961.0,8.0,12.0,2.0,0.0,MLO,317.3
1961.0,8.0,19.0,5.0,0.0,MLO,316.7
1961.0,8.0,26.0,6.0,0.0,MLO,315.2
1961.0,9.0,2.0,5.0,0.0,MLO,315.2
1961.0,9.0,9.0,5.0,0.0,MLO,314.9
1961.0,9.0,16.0,5.0,0.0,MLO,314.5
1961.0,9.0,23.0,4.0,0.0,MLO,315.0
1961.0,9.0,30.0,4.0,0.0,MLO,315.6
1961.0,10.0,7.0,5.0,0.0,MLO,314.9
1961.0,10.0,14.0,7.0,0.0,MLO,315.4
1961.0,10.0,21.0,7.0,0.0,MLO,315.4
1961.0,10.0,28.0,6.0,0.0,MLO,315.7
1961.0,11.0,4.0,6.0,0.0,MLO,315.8
1961.0,11.0,11.0,5.0,0.0,MLO,315.7
1961.0,11.0,18.0,7.0,0.0,MLO,316.2
1961.0,11.0,25.0,6.0,0.0,MLO,316.5
1961.0,12.0,2.0,5.0,0.0,MLO,316.5
1961.0,12.0,9.0,5.0,0.0,MLO,317.0
1961.0,12.0,16.0,6.0,0.0,MLO,316.9
1961.0,12.0,23.0,3.0,0.0,MLO,317.1
1961.0,12.0,30.0,7.0,0.0,MLO,317.4
1962.0,1.0,6.0,5.0,0.0,MLO,317.9
1962.0,1.0,13.0,7.0,0.0,MLO,318.1
1962.0,1.0,20.0,5.0,0.0,MLO,318.0
1962.0,1.0,27.0,7.0,0.0,MLO,317.7
1962.0,2.0,3.0,7.0,0.0,MLO,318.0
1962.0,2.0,10.0,4.0,0.0,MLO,318.3
1962.0,2.0,17.0,4.0,0.0,MLO,318.9
1962.0,2.0,24.0,1.0,0.0,MLO,319.3
1962.0,3.0,3.0,6.0,0.0,MLO,319.2
1962.0,3.0,10.0,6.0,0.0,MLO,319.4
1962.0,3.0,17.0,7.0,0.0,MLO,319.9
1962.0,3.0,24.0,4.0,0.0,MLO,319.7
1962.0,3.0,31.0,5.0,0.0,MLO,320.2
1962.0,4.0,7.0,3.0,0.0,MLO,320.2
1962.0,4.0,14.0,6.0,0.0,MLO,321.0
1962.0,4.0,21.0,2.0,0.0,MLO,320.7
1962.0,4.0,28.0,5.0,0.0,MLO,320.3
1962.0,5.0,5.0,4.0,0.0,MLO,320.8
1962.0,5.0,12.0,5.0,0.0,MLO,320.7
1962.0,5.0,19.0,5.0,0.0,MLO,321.0
1962.0,5.0,26.0,5.0,0.0,MLO,321.1
1962.0,6.0,2.0,6.0,0.0,MLO,320.9
1962.0,6.0,9.0,5.0,0.0,MLO,320.8
1962.0,6.0,16.0,6.0,0.0,MLO,320.5
1962.0,6.0,23.0,6.0,0.0,MLO,320.1
1962.0,6.0,30.0,7.0,0.0,MLO,320.2
1962.0,7.0,7.0,6.0,0.0,MLO,320.1
1962.0,7.0,14.0,3.0,0.0,MLO,319.9
1962.0,7.0,21.0,2.0,0.0,MLO,319.0
1962.0,7.0,28.0,7.0,0.0,MLO,318.7
1962.0,8.0,4.0,3.0,0.0,MLO,318.6
1962.0,8.0,11.0,6.0,0.0,MLO,317.2
1962.0,8.0,18.0,3.0,0.0,MLO,317.4
1962.0,9.0,15.0,5.0,0.0,MLO,316.6
1962.0,9.0,22.0,4.0,0.0,MLO,315.7
1962.0,9.0,29.0,7.0,0.0,MLO,315.9
1962.0,10.0,6.0,5.0,0.0,MLO,315.1
1962.0,10.0,13.0,4.0,0.0,MLO,315.4
1962.0,10.0,20.0,5.0,0.0,MLO,315.7
1962.0,10.0,27.0,5.0,0.0,MLO,315.7
1962.0,11.0,3.0,5.0,0.0,MLO,315.9
1962.0,11.0,10.0,6.0,0.0,MLO,316.4
1962.0,11.0,17.0,7.0,0.0,MLO,316.9
1962.0,11.0,24.0,7.0,0.0,MLO,317.0
1962.0,12.0,1.0,7.0,0.0,MLO,317.1
1962.0,12.0,8.0,5.0,0.0,MLO,317.3
1962.0,12.0,15.0,7.0,0.0,MLO,317.6
1962.0,12.0,22.0,4.0,0.0,MLO,318.1
1963.0,1.0,5.0,5.0,0.0,MLO,318.5
1963.0,1.0,12.0,7.0,0.0,MLO,318.7
1963.0,1.0,19.0,7.0,0.0,MLO,318.9
1963.0,1.0,26.0,7.0,0.0,MLO,318.8
1963.0,2.0,2.0,7.0,0.0,MLO,318.7
1963.0,2.0,9.0,7.0,0.0,MLO,318.9
1963.0,2.0,23.0,2.0,0.0,MLO,319.3
1963.0,3.0,2.0,5.0,0.0,MLO,319.3
1963.0,3.0,9.0,6.0,0.0,MLO,319.7
1963.0,3.0,16.0,5.0,0.0,MLO,319.8
1963.0,3.0,23.0,7.0,0.0,MLO,320.3
1963.0,3.0,30.0,5.0,0.0,MLO,320.2
1963.0,4.0,6.0,3.0,0.0,MLO,320.3
1963.0,4.0,13.0,6.0,0.0,MLO,320.9
1963.0,4.0,20.0,6.0,0.0,MLO,322.0
1963.0,4.0,27.0,6.0,0.0,MLO,321.9
1963.0,5.0,11.0,3.0,0.0,MLO,321.9
1963.0,5.0,18.0,5.0,0.0,MLO,322.2
1963.0,5.0,25.0,6.0,0.0,MLO,322.2
1963.0,6.0,1.0,3.0,0.0,MLO,322.3
1963.0,6.0,8.0,2.0,0.0,MLO,322.0
1963.0,6.0,15.0,6.0,0.0,MLO,321.8
1963.0,6.0,22.0,4.0,0.0,MLO,320.8
1963.0,6.0,29.0,7.0,0.0,MLO,320.4
1963.0,7.0,6.0,7.0,0.0,MLO,320.1
1963.0,7.0,13.0,5.0,0.0,MLO,319.8
1963.0,7.0,20.0,7.0,0.0,MLO,319.5
1963.0,7.0,27.0,6.0,0.0,MLO,319.0
1963.0,8.0,3.0,3.0,0.0,MLO,318.6
1963.0,8.0,10.0,7.0,0.0,MLO,318.2
1963.0,8.0,17.0,3.0,0.0,MLO,317.7
1963.0,8.0,24.0,7.0,0.0,MLO,317.1
1963.0,8.0,31.0,3.0,0.0,MLO,316.4
1963.0,9.0,7.0,7.0,0.0,MLO,316.8
1963.0,9.0,14.0,7.0,0.0,MLO,315.9
1963.0,9.0,21.0,5.0,0.0,MLO,316.0
1963.0,9.0,28.0,4.0,0.0,MLO,315.9
1963.0,10.0,5.0,3.0,0.0,MLO,316.2
1963.0,10.0,12.0,7.0,0.0,MLO,315.6
1963.0,10.0,19.0,6.0,0.0,MLO,316.1
1963.0,10.0,26.0,7.0,0.0,MLO,316.3
1963.0,11.0,2.0,4.0,0.0,MLO,316.6
1963.0,11.0,9.0,6.0,0.0,MLO,316.8
1963.0,11.0,16.0,1.0,0.0,MLO,317.1
1963.0,11.0,30.0,5.0,0.0,MLO,317.5
1963.0,12.0,7.0,6.0,0.0,MLO,318.0
1963.0,12.0,14.0,4.0,0.0,MLO,318.2
1963.0,12.0,21.0,7.0,0.0,MLO,318.5
1963.0,12.0,28.0,7.0,0.0,MLO,318.7
1964.0,1.0,4.0,6.0,0.0,MLO,319.0
1964.0,1.0,11.0,6.0,0.0,MLO,319.4
1964.0,1.0,18.0,6.0,0.0,MLO,319.8
1964.0,5.0,30.0,2.0,0.0,MLO,322.0
1964.0,6.0,6.0,4.0,0.0,MLO,322.0
1964.0,6.0,27.0,3.0,0.0,MLO,321.5
1964.0,7.0,4.0,4.0,0.0,MLO,321.1
1964.0,7.0,11.0,2.0,0.0,MLO,319.9
1964.0,7.0,18.0,7.0,0.0,MLO,320.2
1964.0,7.0,25.0,5.0,0.0,MLO,320.0
1964.0,8.0,1.0,2.0,0.0,MLO,319.1
1964.0,8.0,15.0,4.0,0.0,MLO,318.6
1964.0,8.0,22.0,6.0,0.0,MLO,318.2
1964.0,8.0,29.0,5.0,0.0,MLO,318.1
1964.0,9.0,5.0,5.0,0.0,MLO,317.4
1964.0,9.0,12.0,4.0,0.0,MLO,316.5
1964.0,9.0,19.0,2.0,0.0,MLO,315.5
1964.0,9.0,26.0,2.0,0.0,MLO,317.0
1964.0,10.0,3.0,4.0,0.0,MLO,316.9
1964.0,10.0,10.0,7.0,0.0,MLO,316.5
1964.0,10.0,17.0,7.0,0.0,MLO,316.8
1964.0,10.0,24.0,2.0,0.0,MLO,317.0
1964.0,10.0,31.0,6.0,0.0,MLO,317.6
1964.0,11.0,7.0,7.0,0.0,MLO,317.7
1964.0,11.0,14.0,7.0,0.0,MLO,317.6
1964.0,11.0,21.0,6.0,0.0,MLO,317.5
1964.0,11.0,28.0,6.0,0.0,MLO,318.1
1964.0,12.0,5.0,6.0,0.0,MLO,318.4
1964.0,12.0,12.0,7.0,0.0,MLO,318.5
1964.0,12.0,19.0,7.0,0.0,MLO,318.9
1964.0,12.0,26.0,6.0,0.0,MLO,318.9
1965.0,1.0,2.0,5.0,0.0,MLO,319.0
1965.0,1.0,9.0,7.0,0.0,MLO,319.1
1965.0,1.0,16.0,7.0,0.0,MLO,319.1
1965.0,1.0,23.0,4.0,0.0,MLO,319.7
1965.0,1.0,30.0,7.0,0.0,MLO,320.1
1965.0,2.0,6.0,7.0,0.0,MLO,320.2
1965.0,2.0,13.0,7.0,0.0,MLO,320.1
1965.0,2.0,20.0,7.0,0.0,MLO,320.7
1965.0,2.0,27.0,6.0,0.0,MLO,320.8
1965.0,3.0,6.0,5.0,0.0,MLO,321.0
1965.0,3.0,13.0,7.0,0.0,MLO,320.9
1965.0,3.0,20.0,7.0,0.0,MLO,320.4
1965.0,3.0,27.0,7.0,0.0,MLO,321.4
1965.0,4.0,3.0,7.0,0.0,MLO,321.9
1965.0,4.0,10.0,4.0,0.0,MLO,322.2
1965.0,4.0,17.0,7.0,0.0,MLO,322.1
1965.0,4.0,24.0,5.0,0.0,MLO,321.8
1965.0,5.0,1.0,7.0,0.0,MLO,322.4
1965.0,5.0,8.0,6.0,0.0,MLO,322.2
1965.0,5.0,15.0,7.0,0.0,MLO,321.9
1965.0,5.0,22.0,7.0,0.0,MLO,321.6
1965.0,5.0,29.0,5.0,0.0,MLO,322.2
1965.0,6.0,5.0,7.0,0.0,MLO,321.8
1965.0,6.0,12.0,7.0,0.0,MLO,321.7
1965.0,6.0,19.0,7.0,0.0,MLO,321.7
1965.0,6.0,26.0,6.0,0.0,MLO,321.9
1965.0,7.0,3.0,7.0,0.0,MLO,321.9
1965.0,7.0,10.0,6.0,0.0,MLO,321.8
1965.0,7.0,17.0,3.0,0.0,MLO,321.7
1965.0,7.0,24.0,6.0,0.0,MLO,320.4
1965.0,7.0,31.0,5.0,0.0,MLO,319.4
1965.0,8.0,7.0,7.0,0.0,MLO,319.4
1965.0,8.0,14.0,5.0,0.0,MLO,318.0
1965.0,8.0,21.0,6.0,0.0,MLO,318.8
1965.0,8.0,28.0,3.0,0.0,MLO,318.7
1965.0,9.0,4.0,7.0,0.0,MLO,318.3
1965.0,9.0,11.0,4.0,0.0,MLO,318.0
1965.0,9.0,18.0,6.0,0.0,MLO,318.2
1965.0,9.0,25.0,6.0,0.0,MLO,316.8
1965.0,10.0,2.0,6.0,0.0,MLO,316.6
1965.0,10.0,9.0,7.0,0.0,MLO,317.2
1965.0,10.0,16.0,7.0,0.0,MLO,317.8
1965.0,10.0,23.0,7.0,0.0,MLO,317.5
1965.0,10.0,30.0,7.0,0.0,MLO,317.6
1965.0,11.0,6.0,7.0,0.0,MLO,318.3
1965.0,11.0,13.0,7.0,0.0,MLO,319.2
1965.0,11.0,20.0,7.0,0.0,MLO,318.9
1965.0,11.0,27.0,7.0,0.0,MLO,319.1
1965.0,12.0,4.0,7.0,0.0,MLO,319.0
1965.0,12.0,11.0,5.0,0.0,MLO,319.3
1965.0,12.0,18.0,6.0,0.0,MLO,319.3
1965.0,12.0,25.0,6.0,0.0,MLO,319.7
1966.0,1.0,1.0,7.0,0.0,MLO,319.6
1966.0,1.0,8.0,7.0,0.0,MLO,320.4
1966.0,1.0,15.0,7.0,0.0,MLO,320.6
1966.0,1.0,22.0,7.0,0.0,MLO,321.0
1966.0,1.0,29.0,7.0,0.0,MLO,321.1
1966.0,2.0,5.0,7.0,0.0,MLO,321.2
1966.0,2.0,12.0,6.0,0.0,MLO,321.7
1966.0,2.0,19.0,7.0,0.0,MLO,321.6
1966.0,2.0,26.0,7.0,0.0,MLO,321.8
1966.0,3.0,5.0,4.0,0.0,MLO,322.1
1966.0,3.0,12.0,5.0,0.0,MLO,322.1
1966.0,3.0,19.0,6.0,0.0,MLO,322.5
1966.0,3.0,26.0,5.0,0.0,MLO,322.8
1966.0,4.0,2.0,7.0,0.0,MLO,323.5
1966.0,4.0,9.0,3.0,0.0,MLO,323.6
1966.0,4.0,16.0,7.0,0.0,MLO,323.8
1966.0,4.0,23.0,4.0,0.0,MLO,323.9
1966.0,4.0,30.0,6.0,0.0,MLO,323.5
1966.0,5.0,7.0,6.0,0.0,MLO,324.0
1966.0,5.0,14.0,7.0,0.0,MLO,324.1
1966.0,5.0,21.0,7.0,0.0,MLO,323.7
1966.0,5.0,28.0,7.0,0.0,MLO,324.3
1966.0,6.0,4.0,7.0,0.0,MLO,324.0
1966.0,6.0,11.0,7.0,0.0,MLO,323.8
1966.0,6.0,18.0,7.0,0.0,MLO,323.7
1966.0,6.0,25.0,6.0,0.0,MLO,323.3
1966.0,7.0,2.0,5.0,0.0,MLO,322.8
1966.0,7.0,9.0,6.0,0.0,MLO,322.9
1966.0,8.0,6.0,4.0,0.0,MLO,321.3
1966.0,8.0,13.0,3.0,0.0,MLO,320.8
1966.0,8.0,20.0,3.0,0.0,MLO,319.1
1966.0,8.0,27.0,7.0,0.0,MLO,319.6
1966.0,9.0,3.0,4.0,0.0,MLO,319.9
1966.0,9.0,10.0,3.0,0.0,MLO,318.2
1966.0,9.0,17.0,7.0,0.0,MLO,318.4
1966.0,9.0,24.0,5.0,0.0,MLO,318.3
1966.0,10.0,1.0,6.0,0.0,MLO,317.9
1966.0,10.0,8.0,7.0,0.0,MLO,317.9
1966.0,10.0,15.0,4.0,0.0,MLO,318.2
1966.0,10.0,22.0,4.0,0.0,MLO,318.6
1966.0,10.0,29.0,6.0,0.0,MLO,318.3
1966.0,11.0,12.0,4.0,0.0,MLO,319.5
1966.0,11.0,19.0,5.0,0.0,MLO,320.0
1966.0,11.0,26.0,6.0,0.0,MLO,320.2
1966.0,12.0,3.0,3.0,0.0,MLO,320.8
1966.0,12.0,10.0,7.0,0.0,MLO,320.8
1966.0,12.0,17.0,5.0,0.0,MLO,321.1
1966.0,12.0,24.0,4.0,0.0,MLO,321.3
1966.0,12.0,31.0,7.0,0.0,MLO,321.3
1967.0,1.0,7.0,6.0,0.0,MLO,321.9
1967.0,1.0,14.0,2.0,0.0,MLO,322.9
1967.0,2.0,4.0,5.0,0.0,MLO,322.1
1967.0,2.0,11.0,5.0,0.0,MLO,322.2
1967.0,2.0,18.0,6.0,0.0,MLO,322.8
1967.0,2.0,25.0,4.0,0.0,MLO,322.6
1967.0,3.0,4.0,6.0,0.0,MLO,322.9
1967.0,3.0,11.0,6.0,0.0,MLO,322.6
1967.0,3.0,18.0,4.0,0.0,MLO,323.3
1967.0,3.0,25.0,2.0,0.0,MLO,323.2
1967.0,4.0,1.0,3.0,0.0,MLO,323.1
1967.0,4.0,8.0,7.0,0.0,MLO,324.2
1967.0,4.0,15.0,5.0,0.0,MLO,324.4
1967.0,4.0,22.0,3.0,0.0,MLO,324.6
1967.0,4.0,29.0,6.0,0.0,MLO,325.1
1967.0,5.0,6.0,1.0,0.0,MLO,325.2
1967.0,5.0,13.0,5.0,0.0,MLO,324.7
1967.0,5.0,20.0,5.0,0.0,MLO,325.0
1967.0,5.0,27.0,5.0,0.0,MLO,324.9
1967.0,6.0,3.0,4.0,0.0,MLO,324.9
1967.0,6.0,10.0,6.0,0.0,MLO,324.6
1967.0,6.0,17.0,4.0,0.0,MLO,323.3
1967.0,6.0,24.0,6.0,0.0,MLO,323.5
1967.0,7.0,1.0,6.0,0.0,MLO,322.8
1967.0,7.0,8.0,7.0,0.0,MLO,322.8
1967.0,7.0,15.0,5.0,0.0,MLO,322.4
1967.0,7.0,22.0,5.0,0.0,MLO,322.4
1967.0,7.0,29.0,6.0,0.0,MLO,322.0
1967.0,8.0,5.0,7.0,0.0,MLO,321.6
1967.0,8.0,12.0,5.0,0.0,MLO,321.4
1967.0,8.0,19.0,5.0,0.0,MLO,320.4
1967.0,8.0,26.0,5.0,0.0,MLO,320.0
1967.0,9.0,2.0,4.0,0.0,MLO,320.0
1967.0,9.0,9.0,6.0,0.0,MLO,319.4
1967.0,9.0,16.0,7.0,0.0,MLO,319.3
1967.0,9.0,23.0,7.0,0.0,MLO,319.0
1967.0,9.0,30.0,7.0,0.0,MLO,318.8
1967.0,10.0,7.0,7.0,0.0,MLO,318.8
1967.0,10.0,14.0,6.0,0.0,MLO,319.8
1967.0,10.0,21.0,7.0,0.0,MLO,319.4
1967.0,10.0,28.0,7.0,0.0,MLO,319.8
1967.0,11.0,4.0,7.0,0.0,MLO,320.0
1967.0,11.0,11.0,7.0,0.0,MLO,320.3
1967.0,11.0,18.0,7.0,0.0,MLO,320.9
1967.0,11.0,25.0,7.0,0.0,MLO,321.5
1967.0,12.0,2.0,7.0,0.0,MLO,321.4
1967.0,12.0,9.0,7.0,0.0,MLO,321.8
1967.0,12.0,16.0,7.0,0.0,MLO,322.2
1967.0,12.0,23.0,7.0,0.0,MLO,321.9
1967.0,12.0,30.0,7.0,0.0,MLO,322.3
1968.0,1.0,6.0,7.0,0.0,MLO,322.4
1968.0,1.0,13.0,7.0,0.0,MLO,322.5
1968.0,1.0,20.0,6.0,0.0,MLO,322.5
1968.0,1.0,27.0,7.0,0.0,MLO,322.8
1968.0,2.0,3.0,7.0,0.0,MLO,322.6
1968.0,2.0,10.0,7.0,0.0,MLO,323.1
1968.0,2.0,17.0,7.0,0.0,MLO,323.4
1968.0,2.0,24.0,7.0,0.0,MLO,323.1
1968.0,3.0,2.0,6.0,0.0,MLO,323.1
1968.0,3.0,9.0,4.0,0.0,MLO,323.8
1968.0,3.0,16.0,6.0,0.0,MLO,323.8
1968.0,3.0,23.0,6.0,0.0,MLO,324.2
1968.0,3.0,30.0,5.0,0.0,MLO,324.7
1968.0,4.0,6.0,7.0,0.0,MLO,324.7
1968.0,4.0,13.0,6.0,0.0,MLO,325.0
1968.0,4.0,20.0,5.0,0.0,MLO,324.8
1968.0,4.0,27.0,7.0,0.0,MLO,325.4
1968.0,5.0,4.0,7.0,0.0,MLO,325.6
1968.0,5.0,11.0,7.0,0.0,MLO,325.0
1968.0,5.0,18.0,6.0,0.0,MLO,325.5
1968.0,5.0,25.0,7.0,0.0,MLO,325.8
1968.0,6.0,1.0,5.0,0.0,MLO,325.6
1968.0,6.0,8.0,7.0,0.0,MLO,325.7
1968.0,6.0,15.0,4.0,0.0,MLO,325.5
